주성분코드,제품코드
530005COS,sodium hyaluronate   0.8mg(1mg/mL)
530006COS,sodium hyaluronate   0.88mg(1mg/mL)
530007COS,sodium hyaluronate   0.9mg(1mg/mL)
530008COS,sodium hyaluronate   1mg(1mg/mL)
530020COS,sodium hyaluronate   5mg(1mg/mL)
530021COS,sodium hyaluronate   6mg(1mg/mL)
530029COS,sodium hyaluronate   10mg(1mg/mL)
530031COS,sodium hyaluronate   12mg(1mg/mL)
530052COS,sodium hyaluronate   0.3mg(1mg/mL)
530053COS,sodium hyaluronate   0.35mg(1mg/mL)
530072COS,sodium hyaluronate   0.45mg(1mg/mL)
530073COS,sodium hyaluronate   0.39mg(1mg/mL)
530075COS,sodium hyaluronate   0.55mg(1mg/mL)
530076COS,sodium hyaluronate   0.33mg(1mg/mL)
5300B4COS,sodium hyaluronate   9mg(1mg/mL)
530009COS,sodium hyaluronate   1.2mg(3mg/mL)
530016COS,sodium hyaluronate   2.1mg(3mg/mL)
530017COS,sodium hyaluronate   2.4mg(3mg/mL)
530018COS,sodium hyaluronate   2.7mg(3mg/mL)
530039COS,sodium hyaluronate   15mg(3mg/mL)
530051COS,sodium hyaluronate   2.64mg(3mg/mL)
530055COS,sodium hyaluronate   1.8mg(3mg/mL)
530062COS,sodium hyaluronate   0.9mg(3mg/mL)
530063COS,sodium hyaluronate   1.5mg(3mg/mL)
530064COS,sodium hyaluronate   1.35mg(3mg/mL)
530065COS,sodium hyaluronate   1.05mg(3mg/mL)
530066COS,sodium hyaluronate   1.17mg(3mg/mL)
537800COS,colistin Na methanesulfonate   25mg(5mg/mL)
537900COO,dexamethasone   3.5mg(1mg/g)
538100COS,dexamethasone   5mg(1mg/mL)
538200COS,dexamethasone   6mg(1mg/mL)
640300COS,dexamethasone   0.5mg(1mg/mL)
643000COS,dexamethasone   0.4mg(1mg/mL)
643900COS,dexamethasone   0.35mg(1mg/mL)
647100COS,dexamethasone   0.3mg(1mg/mL)
538300COS,dorzolamide hydrochloride (as dorzolamide   0.1g(20mg/mL))
538400COS,dorzolamide hydrochloride (as dorzolamide   0.2g(20mg/mL))
541500COS,dorzolamide hydrochloride (as dorzolamide   4mg(20mg/mL))
541600COS,dorzolamide hydrochloride (as dorzolamide   6mg(20mg/mL))
541700COS,dorzolamide hydrochloride (as dorzolamide   5mg(20mg/mL))
541900COS,dorzolamide hydrochloride (as dorzolamide   8mg(20mg/mL))
538500COO,fluorometholone   4mg(1mg/g)
538700COS,fluorometholone   5mg(1mg/mL)
539200COS,potassium iodide   30mg(3mg/mL)
539300COS,potassium iodide   45mg(3mg/mL)
539800COO,dexamethasone   3.5mg(1mg/g)
539900COO,dexamethasone   5mg(1mg/g)
540100COS,dexamethasone   5mg(1mg/mL)
540200COS,dexamethasone   10mg(1mg/mL)
540400COO,oxytetracycline hydrochloride   17.5mg(5mg/g)
540600COS,latanoprost   0.125mg(50μg/mL)
540900COS,brimonidine tartrate   10mg(2mg/mL)
800200COS,brimonidine tartrate   0.6mg(2mg/mL)
541000COS,timolol maleate (as timolol   12.5mg(5mg/mL))
541200COS,bimatoprost   0.9mg(0.3mg/mL)
670100COS,bimatoprost   0.12mg(0.3mg/mL)
541300COS,brinzolamide   60mg(10mg/mL)
568603COS,loteprednol etabonate   25mg(5mg/mL)
617330COS,diquafosol sodium   0.15g(30mg/mL)
617331COS,diquafosol sodium   27mg(30mg/mL)
617332COS,diquafosol sodium   12mg(30mg/mL)
617333COS,diquafosol sodium   15mg(30mg/mL)
617334COS,diquafosol sodium   9mg(30mg/mL)
617335COS,diquafosol sodium   13.5mg(30mg/mL)
619204COS,bromfenac sodium sesquihydrate   0.5mg(1mg/mL)
619205COS,bromfenac sodium sesquihydrate   0.4mg(1mg/mL)
619202COS,bromfenac sodium sesquihydrate   5mg(1mg/mL)
619203COS,bromfenac sodium sesquihydrate   2.5mg(1mg/mL)
619330COS,alcaftadine   12.5mg(2.5mg/mL)
619331COS,alcaftadine   7.5mg(2.5mg/mL)
680900COS,loteprednol etabonate   25mg(5mg/mL)
800900COS,brimonidine tartrate   10mg(2mg/mL)
801000COS,tafluprost   37.5μg(15μg/mL)
112533CLQ,azelastine hydrochloride   10mg(1mg/mL)
114533CLQ,beclomethasone dipropionate   20mg(0.1mg/회)
119435CLQ,budesonide   10mg(1mg/mL)
119437CLQ,budesonide   12mg(1mg/mL)
141909CSI,dexamethasone cipecilate   5.6mg (200μg/회)
141910CSI,dexamethasone cipecilate   14mg (200μg/회)
162238CSI,fluticasone propionate   6mg(50μg/회)
177132CLQ,ipratropium bromide monohydrate   4.5mg(0.3mg/mL)
203936CLQ,ofloxacin   15mg(3mg/mL)
228838CLQ,sodium cromoglycate   0.2g(20mg/mL)
243330CLQ,triamcinolone acetonide   6.6mg(55μg/회)
361331CSI,mometasone furoate   7mg(50μg/회)
361349CSI,mometasone furoate   3mg(50μg/회)
361308CSI,mometasone furoate   4mg(50μg/회)
500430CSI,fluticasone furoate(micronized)   3.3mg(27.5μg/회)
510030CSI,ciclesonide(micronized)   6mg(50μg/회)
520200CSI,azelastine hydrochloride   25.2mg(1.4mg/mL)
542000CSS,ciprofloxacin hydrochloride (as ciprofloxacin   10mg(2mg/mL))
542100CSS,ciprofloxacin hydrochloride (as ciprofloxacin   14mg(2mg/mL))
542200CSS,ciprofloxacin hydrochloride (as ciprofloxacin   20mg(2mg/mL))
542300CSS,ciprofloxacin hydrochloride   26.25mg(3.5mg/mL)
542400CLQ,ciprofloxacin hydrochloride (as ciprofloxacin   30mg(3mg/mL))
673300CSI,azelastine hydrochloride   16.44mg(0.137mg/회)
182930CSI,levocabastine hydrochloride (as levocabastine   5mg(0.5mg/mL))
503900CEX,allergen extracts(시험군)   300unit(IR 또는 IC)
471430CSI,iloprost   20μg(10μg/mL)
178432CSI,isosorbide dinitrate   0.375g(25mg/mL)
202630CSI,diluted nitroglycerin solution (as nitroglycerin   92.72mg(7.6mg/mL)
202637CSI,diluted nitroglycerin solution (as nitroglycerin   109.44mg(7.6mg/mL))
202634CPC,diluted nitroglycerin (as nitroglycerin   22.4mg)
215431CSS,polystyrene sulfonate calcium   30g(0.25g/mL)
542800CSI,fluticasone propionate   15mg(0.125mg/회)
543000CSI,fluticasone propionate   30mg(0.25mg/회)
542900CSI,fluticasone propionate   6mg(50μg/회)
636700CSI,fluticasone furoate(micronized)   3mg(100μg/회)
636800CSI,fluticasone furoate(micronized)   6mg(200μg/회)
101834CLQ,acetylcysteine   0.8g(0.2g/mL)
119533CSI,budesonide(micronized)   0.5mg(0.25mg/mL)
119530CSI,budesonide(micronized)   20mg(0.2mg/회)
119531CSI,budesonide(micronized)   40mg(0.2mg/회)
162233CSI,fluticasone propionate   6mg(0.1mg/회)
162235CSI,fluticasone propionate   15mg(0.25mg/회)
162236CSI,fluticasone propionate   30mg(0.25mg/회)
162231CSS,fluticasone propionate   2mg(1mg/mL)
162232CSI,fluticasone propionate   6mg(50μg/회)
177131CLQ,ipratropium bromide monohydrate   0.5mg(0.25mg/mL)
218330CSI,procaterol hydrochloride(micronized)   2mg(10μg/회)
225531CSI,salbutamol sulfate (as salbutamol   20mg(0.1mg/회))
225530CSI,salbutamol sulfate (as salbutamol   2.5mg(1mg/mL))
225532CSI,salbutamol sulfate (as salbutamol   0.1g(5mg/mL))
452101CPC,tulobuterol   0.5mg
452102CPC,tulobuterol   1mg
452103CPC,tulobuterol   2mg
497131CSI,ciclesonide   9.6mg(0.16mg/회)
497130CSI,ciclesonide   4.8mg(80μg/회)
500431CSI,fluticasone furoate(micronized)   3mg(0.1mg/회)
500432CSI,fluticasone furoate(micronized)   6mg(0.2mg/회)
543400CSI,fluticasone propionate   15mg(0.125mg/회)
543100CSI,fluticasone propionate   6mg(0.1mg/회)
543300CSI,fluticasone propionate   15mg(0.25mg/회)
543600CSI,fluticasone propionate   30mg(0.25mg/회)
544400CSI,fluticasone propionate   7mg(0.25mg/회)
543500CSI,fluticasone propionate   30mg(0.5mg/회)
543200CSI,fluticasone propionate   6mg(50μg/회)
543800CSI,budesonide(micronized)   9.6mg(0.16mg/회)
543900CSI,budesonide(micronized)   19.2mg(0.16mg/회)
544100CSI,budesonide(micronized)   19.2mg(0.32mg/회)
544000CSI,budesonide(micronized)   4.8mg(80μg/회)
801100CSI,budesonide(micronized)   9.6mg(80μg/회)
544200CSI,beclomethasone dipropionate   12mg(0.1mg/회)
370602CSI,oxygen gas   10L
457330CSI,tiotropium bromide monohydrate(micronized) (as tiotropium   0.54mg(18μg/캡슐))
457301CCH,tiotropium bromide monohydrate(micronized) (as tiotropium   18μg)
503430CSI,tiotropium bromide monohydrate (as tiotropium   0.15mg(2.5μg/회))
611901CSI,indacaterol maleate (as indacaterol   4.5mg(0.15mg/캡슐))
611902CSI,indacaterol maleate (as indacaterol   9mg(0.3mg/캡슐))
631200CSI,umeclidinium bromide(micronized) (as umeclidinium   1.875mg(62.5μg/회))
633730CSI,aclidinium bromide(micronized)   24mg (0.4mg/회)
635300CSI,aclidinium bromide(micronized)   24mg(400μg/회)
641101CSI,umeclidinium   62.5㎍
643700CSI,olodaterol hydrochloride (as olodaterol   0.15mg (2.5μg/회))
681000CSI,budesonide(micronized)   18mg(0.3mg/회)
681100CSI,budesonide(micronized)   9mg(0.15mg/회)
800100CSI,glycopyrronium bromide (as glycopyrronium   1.5mg(50μg/캡슐))
116131CLQ,benzydamine hydrochloride   22.5mg(1.5mg/mL)
116132CLQ,benzydamine hydrochloride   0.15g(1.5mg/mL)
116134CLQ,benzydamine hydrochloride   1.5g(1.5mg/mL)
116136CLQ,benzydamine hydrochloride   45mg(1.5mg/mL)
116137CLQ,benzydamine hydrochloride   24.75mg(1.5mg/mL)
116138CLQ,benzydamine hydrochloride   15g(1.5mg/mL)
116139CLQ,benzydamine hydrochloride   9g(1.5mg/mL)
131332CLQ,chlorhexidine gluconate solution   1mL(10μL/mL)
131330CLQ,chlorhexidine gluconate solution   0.5mL(5μL/mL)
131334CLQ,chlorhexidine gluconate solution   1.25mL(5μL/mL)
131331CLQ,chlorhexidine gluconate solution   0.6mL(6μL/mL)
131341CLQ,chlorhexidine gluconate solution   0.09mL(6μL/mL)
131342CLQ,chlorhexidine gluconate solution   1.5mL(6μL/mL)
131344CLQ,chlorhexidine gluconate solution   99μL(6μL/mL)
216240CLQ,povidone iodine   0.75g(7.5mg/mL)
216241CLQ,povidone iodine   0.9g(7.5mg/mL)
216242CLQ,povidone iodine   7.5g(7.5mg/mL)
216244CLQ,povidone iodine   30g(7.5mg/mL)
505701CPC,granisetron   34.3mg
117802CSP,bisacodyl   10mg
335800CLQ,D-sorbitol   13.4g(0.1985g/mL)
392030CLQ,concentrated glycerin   10g(0.5g/mL)
392031CLQ,concentrated glycerin   15g(0.5g/mL)
392032CLQ,concentrated glycerin   50g(0.5g/mL)
392034CLQ,concentrated glycerin   20g(0.5g/mL)
544700CLQ,dibasic sodium phosphate   7.98g(60mg/mL)
544900CLQ,dibasic sodium phosphate   60g(60mg/mL)
190830CLQ,mesalazine   1g(10mg/mL)
190832CLQ,mesalazine   4g(40mg/mL)
190802CSP,mesalazine   1g
190803CSP,mesalazine   0.5g
141431CLQ,desmopressin acetate   0.25mg(0.1mg/mL)
141432CSI,desmopressin acetate   0.5mg(0.1mg/mL)
116631CLQ,betamethasone valerate   82.875mg(1.105mg/mL)
119501CMS,budesonide(micronized)   2.3mg
152632CLQ,epinephrine hydrochloride (as epinephrine   50mg(1mg/mL))
547100CCM,betamethasone dipropionate   9.6mg(0.64mg/g)
547400CCM,betamethasone dipropionate   0.32g(0.64mg/g)
154931CCM,estradiol hemihydrate (as estradiol   50mg(1mg/g))
183401CIM,levonorgestrel   52mg
146304CTR,dinoprostone   10mg
135632CCM,clindamycin phosphate   0.8g(20mg/g)
137401CTB,clotrimazole   0.1g
137403CTB,clotrimazole   0.5g
155202CSP,estriol   0.5mg
216203CSP,povidone iodine   0.2g
336400CCS,neomycin sulfate (as neomycin   35KI.U)
507700CTB,estriol   30μg
392430CCM,pramoxine hydrochloride   0.35g(10mg/g)
392431CCM,pramoxine hydrochloride   0.3g(10mg/g)
216247CLQ,povidone iodine   400g(0.1g/mL)
131303CCM,chlorhexidine gluconate solution   50μL
131304CLQ,chlorhexidine gluconate solution   0.25ml
131308CLQ,chlorhexidine gluconate   0.2mg
131309CDS,chlorhexidine gluconate solution   4mL
131311CDS,chlorhexidine gluconate solution   5mL(0.2mL/mL)
131321CDS,chlorhexidine gluconate solution   3mL
216245COM,povidone iodine   45g(0.1g/g)
216201CLQ,povidone iodine   0.1g
216206CDS,povidone iodine   75mg
216206CLQ,povidone iodine   75mg
216214CDS,povidone iodine   10g
216227CDS,povidone iodine   2.25g
216250CDS,povidone iodine   1.125g
382201CLQ,alkyldiaminoethylglycine hydrochloride   0.1g
382202CLQ,alkyldiaminoethylglycin   50mg
382203CLQ,alkyldiaminoethylglycin   10mg
415100CDS,alkyldiaminoethylglycin hydrochloride solution(30%)   3.03μL
249303CDS,white petrolatum   0.8g
454600CDS,acrinol   2mg
186932CCM,mafenide acetate   50.4g(0.112g/g)
186933CCM,mafenide acetate   56g(0.112g/g)
227430CCM,silver sulfadiazine   0.2g(10mg/g)
227431CCM,silver sulfadiazine   0.3g(10mg/g)
227432CCM,silver sulfadiazine   4.5g(10mg/g)
227433CCM,silver sulfadiazine   5g(10mg/g)
417830CLQ,recombinant human epidermal growth factor   5mg(0.5mg/mL)
103433CCM,alclometasone dipropionate   0.225g(0.5mg/g)
106430CCM,amcinonide   15mg(1mg/g)
107730CLT,ammonium lactate   45g(0.2g/g)
107731CLT,ammonium lactate   40g(0.2g/g)
119432CCM,budesonide   2.5mg(0.25mg/g)
119433CCM,budesonide   3.75mg(0.25mg/g)
119439CCM,budesonide   0.1125mg(0.25mg/g)
120203CPC,buprenorphine   10mg for 168h
120204CPC,buprenorphine   20mg for 168h
120205CPC,buprenorphine   5mg for 168h
120231CPC,buprenorphine   30mg for 96h
120232CPC,buprenorphine   40mg for 96h
120233CPC,buprenorphine   20mg for 96h
120234CPC,buprenorphine   20mg for 72h
120235CPC,buprenorphine   30mg for 72h
120236CPC,buprenorphine   40mg for 72h
122831CCM,capsaicin   5mg(0.25mg/g)
122832CCM,capsaicin   15mg(0.75mg/g)
135833CLQ,clobetasol propionate   11.65mg(0.466mg/mL)
135835CLQ,clobetasol propionate   13.98mg(0.466mg/mL)
135836CLQ,clobetasol propionate   16.31mg(0.466mg/mL)
135837CLQ,clobetasol propionate   23.3mg(0.466mg/mL)
135830COM,clobetasol propionate   5mg(0.5mg/g)
135831CCM,clobetasol propionate   7.5mg(0.5mg/g)
135831COM,clobetasol propionate   7.5mg(0.5mg/g)
135842CCM,clobetasol propionate   0.225g(0.5mg/g)
135842COM,clobetasol propionate   0.225g(0.5mg/g)
135844CCM,clobetasol propionate   0.25g(0.5mg/g)
135844COM,clobetasol propionate   0.25g(0.5mg/g)
135845COM,clobetasol propionate   0.2g(0.5mg/g)
135834CLQ,clobetasol propionate   12.5mg(0.5mg/mL)
135838CLQ,clobetasol propionate   25mg(0.5mg/mL)
135839CLT,clobetasol propionate   55mg(0.5mg/mL)
135930CCM,clobetasone butyrate   7.5mg(0.5mg/g)
135930COM,clobetasone butyrate   7.5mg(0.5mg/g)
141531CCM,desonide   15mg(0.5mg/g)
141533CCM,desonide   25mg(0.5mg/g)
141536CCM,desonide   30mg(0.5mg/g)
141542CCM,desonide   60mg(0.5mg/g)
141535CLT,desonide   27.5mg(0.5mg/g(mL))
141537CLT,desonide   30mg(0.5mg/g(mL))
141540CLT,desonide   55mg(0.5mg/g(mL))
141543CLT,desonide   60mg(0.5mg/g(mL))
141631CCM,desoxymethasone   7.5mg(0.5mg/g)
141632CCM,desoxymethasone   10mg(0.5mg/g)
141636CCM,desoxymethasone   15mg(0.5mg/g)
141633CLT,desoxymethasone   50mg(2.5mg/g(mL))
141634CLT,desoxymethasone   75mg(2.5mg/g(mL))
142130CCM,dexamethasone propionate   15mg(1mg/g)
142131CCM,dexamethasone propionate   30mg(1mg/g)
142133CCM,dexamethasone propionate   0.5g(1mg/g)
143330CCM,diclofenac diethylammonium (as diclofenac sodium   0.2g(10mg/g))
143331CCM,diclofenac diethylammonium (as diclofenac sodium   0.5g(10mg/g))
143302CPL,diclofenac diethylammonium   0.12g
143537CCM,diclofenac sodium   0.5g(10mg/g)
144430CCM,diflorasone diacetate   5mg(0.5mg/g)
144431CCM,diflorasone diacetate   10mg(0.5mg/g)
144432CCM,diflorasone diacetate   12.5mg(0.5mg/g)
144433CCM,diflorasone diacetate   0.225g(0.5mg/g)
144434CCM,diflorasone diacetate   0.25g(0.5mg/g)
144530COM,diflucortolone valerate   30mg(3mg/g)
144531COM,diflucortolone valerate   45mg(3mg/g)
144532CLT,diflucortolone valerate   0.18g(3mg/g)
160830CCM,fluocinonide   5mg(0.5mg/g)
160832CCM,fluocinonide   10mg(0.5mg/g)
160835CCM,fluocinonide   0.225g(0.5mg/g)
160836CCM,fluocinonide   0.25g(0.5mg/g)
160834CLQ,fluocinonide   17.5mg(0.5mg/mL)
161902CPO,flurbiprofen   40mg
161904CPL,flurbiprofen   20mg
162234CCM,fluticasone propionate   7.5mg(0.5mg/g)
167830COM,halcinonide   0.45g(1mg/g)
170931COM,hydrocortisone   0.15g(10mg/g)
170932CCM,hydrocortisone   0.2g(10mg/g)
170947COM,hydrocortisone   4.5g(10mg/g)
170937CLT,hydrocortisone   0.3g(10mg/g(mL))
170938CLT,hydrocortisone   0.5g(10mg/g(mL))
170939CLT,hydrocortisone   0.6g(10mg/g(mL))
170943CLT,hydrocortisone   1.18g(10mg/g(mL))
170933CSS,hydrocortisone   0.2g(10mg/mL)
170950CLT,hydrocortisone   0.5g(25mg/g(mL))
170941CLT,hydrocortisone   0.75g(25mg/g(mL))
170944CLT,hydrocortisone   1.25g(25mg/g(mL))
170945CLT,hydrocortisone   1.5g(25mg/g(mL))
170946CLT,hydrocortisone   2.5g(25mg/g(mL))
170949CLT,hydrocortisone   3g(25mg/g(mL))
170934CSS,hydrocortisone   0.2g(25mg/mL)
171030CCM,hydrocortisone acetate   0.3g(10mg/g)
171130CCM,hydrocortisone butyrate   10mg(1mg/g)
171332CCM,hydrocortisone valerate   0.9g(2mg/g)
174830CCM,indomethacin   0.25g(10mg/g)
174834CCM,indomethacin   1.05g(10mg/g)
174809CPL,indomethacin   35mg
179732COM,ketoprofen   0.6g(30mg/g)
179733CCM,ketoprofen   1.5g(30mg/g)
179733COM,ketoprofen   1.5g(30mg/g)
179734COM,ketoprofen   3g(30mg/g)
179735CCM,ketoprofen   0.9g(30mg/g)
179736CCM,ketoprofen   6g(30mg/g)
179901CPL,ketoprofen(f.)   30mg
179901CPO,ketoprofen(f.)   30mg
179903CPL,ketoprofen(f.) (서방형)   30mg
183806CPO,lidocaine   0.7g
193432CCM,methylprednisolone aceponate   10mg(1mg/g)
193432CLT,methylprednisolone aceponate   10mg(1mg/g)
193432COM,methylprednisolone aceponate   10mg(1mg/g)
193433CCM,methylprednisolone aceponate   15mg(1mg/g)
193433COM,methylprednisolone aceponate   15mg(1mg/g)
193434CLT,methylprednisolone aceponate   20mg(1mg/g)
193435CLT,methylprednisolone aceponate   50mg(1mg/g)
193436CCM,methylprednisolone aceponate   0.45g(1mg/g)
193438CLT,methylprednisolone aceponate   80mg(1mg/g)
214033CCM,piroxicam   0.15g(5mg/g)
214035CCM,piroxicam   0.25g(5mg/g)
214037CCM,piroxicam   0.5g(5mg/g)
214005CPC,piroxicam   48mg
216931COM,prednicarbate   12.5mg(2.5mg/g)
216932CCM,prednicarbate   25mg(2.5mg/g)
216932COM,prednicarbate   25mg(2.5mg/g)
216933CCM,prednicarbate   37.5mg(2.5mg/g)
216933COM,prednicarbate   37.5mg(2.5mg/g)
216935CCM,prednicarbate   50mg(2.5mg/g)
216935CLT,prednicarbate   50mg(2.5mg/g)
216939CCM,prednicarbate   75mg(2.5mg/g)
216939COM,prednicarbate   75mg(2.5mg/g)
216944COM,prednicarbate   0.1375g(2.5mg/g)
216945CLT,prednicarbate   0.15g(2.5mg/g)
216946CCM,prednicarbate   1.125g(2.5mg/g)
216947CCM,prednicarbate   1.25g(2.5mg/g)
216947CLT,prednicarbate   1.25g(2.5mg/g)
216947COM,prednicarbate   1.25g(2.5mg/g)
216936CLQ,prednicarbate   50mg(2.5mg/g(mL))
216940CLQ,prednicarbate   75mg(2.5mg/g(mL))
216941CLQ,prednicarbate   87.5mg(2.5mg/g(mL))
216943CLQ,prednicarbate   0.125g(2.5mg/g(mL))
217530CLT,prednisolone valeroacetate   15mg(3mg/g)
217531CCM,prednisolone valeroacetate   30mg(3mg/g)
217532CCM,prednisolone valeroacetate   45mg(3mg/g)
217533CCM,prednisolone valeroacetate   60mg(3mg/g)
217534CCM,prednisolone valeroacetate   90mg(3mg/g)
217535CLT,prednisolone valeroacetate   0.18g(3mg/g)
217536CCM,prednisolone valeroacetate   1.35g(3mg/g)
217537CCM,prednisolone valeroacetate   1.5g(3mg/g)
243331CCM,triamcinolone acetonide   10mg(1mg/g)
243333COM,triamcinolone acetonide   20mg(1mg/g)
243338CCM,triamcinolone acetonide   0.45g(1mg/g)
243339COM,triamcinolone acetonide   0.5g(1mg/g)
361330CCM,mometasone furoate   5mg(1mg/g)
361332CCM,mometasone furoate   10mg(1mg/g)
361333CCM,mometasone furoate   15mg(1mg/g)
361333COM,mometasone furoate   15mg(1mg/g)
361334CCM,mometasone furoate   20mg(1mg/g)
361334COM,mometasone furoate   20mg(1mg/g)
361336CCM,mometasone furoate   25mg(1mg/g)
361338CCM,mometasone furoate   30mg(1mg/g)
361341CCM,mometasone furoate   60mg(1mg/g)
361341COM,mometasone furoate   60mg(1mg/g)
361346CCM,mometasone furoate   0.45g(1mg/g)
361346COM,mometasone furoate   0.45g(1mg/g)
361347CCM,mometasone furoate   0.5g(1mg/g)
361347COM,mometasone furoate   0.5g(1mg/g)
361335CLT,mometasone furoate   20mg(1mg/g(mL))
361339CLT,mometasone furoate   30mg(1mg/g(mL))
361340CLT,mometasone furoate   50mg(1mg/g(mL))
361342CLT,mometasone furoate   60mg(1mg/g(mL))
361344CLT,mometasone furoate   0.118g(1mg/g(mL))
528300CCM,betamethasone valerate (as betamethasone   10mg(1mg/g))
528400CCM,betamethasone valerate (as betamethasone   15mg(1mg/g))
547300CCM,betamethasone dipropionate   0.288g(0.64mg/g)
657500CCM,betamethasone dipropionate   12.8mg(0.64mg/g)
548600COM,betamethasone dipropionate   6.4mg(0.64mg/g)
549300COM,betamethasone dipropionate   0.288g(0.64mg/g)
107830CCM,amorolfine hydrochloride   55.76mg(2.788mg/g)
107832CLQ,amorolfine hydrochloride (as amorolfine   0.15g(50mg/mL))
107833CLQ,amorolfine hydrochloride (as amorolfine   0.25g(50mg/mL))
120930CCM,butenafine hydrochloride   0.1g(10mg/g)
120931CCM,butenafine hydrochloride   0.15g(10mg/g)
120933CCM,butenafine hydrochloride   0.2g(10mg/g)
120934CCM,butenafine hydrochloride   0.25g(10mg/g)
120935CCM,butenafine hydrochloride   4.5g(10mg/g)
120936CCM,butenafine hydrochloride   5g(10mg/g)
137431CCM,clotrimazole   0.15g(10mg/g)
137433CCM,clotrimazole   0.3g(10mg/g)
137434CCM,clotrimazole   1g(10mg/g)
137435CCM,clotrimazole   4.5g(10mg/g)
137436CCM,clotrimazole   5g(10mg/g)
150831COM,econazole nitrate   5g(10mg/g)
159930CCM,fluconazole   75mg(5mg/g)
162330CCM,flutrimazol   0.15g(10mg/g)
162331CCM,flutrimazol   0.2g(10mg/g)
162333CCM,flutrimazol   0.3g(10mg/g)
162337CCM,flutrimazol   5g(10mg/g)
162334CLQ,flutrimazol   0.3g(10mg/mL)
177930CCM,isoconazole nitrate   0.1g(10mg/g)
177931CCM,isoconazole nitrate   0.15g(10mg/g)
177932CCM,isoconazole nitrate   0.2g(10mg/g)
179631CCM,ketoconazole   0.2g(20mg/g)
179632CCM,ketoconazole   0.3g(20mg/g)
179633CCM,ketoconazole   0.4g(20mg/g)
179636CCM,ketoconazole   10g(20mg/g)
184332CLQ,lindane   0.9g(10mg/g)
184333CLQ,lindane   1.2g(10mg/g)
184333CLT,lindane   1.2g(10mg/g)
184334CLQ,lindane   2g(10mg/g)
184336CCM,lindane   5g(10mg/g)
198731CCM,naftifine hydrochloride   0.2g(10mg/g)
198732CCM,naftifine hydrochloride   0.3g(10mg/g)
226931CCM,sertaconazole nitrate   0.4g(20mg/g)
226932CCM,sertaconazole nitrate   0.6g(20mg/g)
226902CTB,sertaconazole nitrate   0.5g
235630CCM,terbinafine   0.15g(10mg/g)
235631CCM,terbinafine   0.2g(10mg/g)
235632CCM,terbinafine   0.25g(10mg/g)
235633CCM,terbinafine   0.3g(10mg/g)
235730CCM,terbinafine hydrochloride   0.1g(10mg/g)
235731CCM,terbinafine hydrochloride   0.15g(10mg/g)
235733CCM,terbinafine hydrochloride   0.2g(10mg/g)
235734CCM,terbinafine hydrochloride   0.25g(10mg/g)
235735CCM,terbinafine hydrochloride   0.3g(10mg/g)
235744CCM,terbinafine hydrochloride   4.5g(10mg/g)
235745CCM,terbinafine hydrochloride   5g(10mg/g)
235736CLQ,terbinafine hydrochloride   0.3g(10mg/mL)
235737CLQ,terbinafine hydrochloride   0.4g(10mg/mL)
416530CCM,lanoconazol   0.1g(10mg/g)
416531CCM,lanoconazol   0.15g(10mg/g)
416532CCM,lanoconazol   5g(10mg/g)
451630CCM,ciclopirox   0.154g(7.7g/g)
451631CLQ,ciclopirox   0.24g(80mg/g)
451632CLQ,ciclopirox   0.48g(80mg/g)
528800CCM,diflucortolone valerate   10mg(1mg/g)
528900CCM,diflucortolone valerate   15mg(1mg/g)
548200CCM,diflucortolone valerate   20mg(1mg/g)
548300CCM,diflucortolone valerate   25mg(1mg/g)
548500CCM,diflucortolone valerate   0.5g(1mg/g)
545500CCM,econazole nitrate   0.1g(10mg/g)
545600CCM,econazole nitrate   0.15g(10mg/g)
545800CCM,econazole nitrate   4.5g(10mg/g)
545900CCM,econazole nitrate   5g(10mg/g)
801200CCM,econazole nitrate   0.3g(10mg/g)
546600CCM,clotrimazole   0.2g(10mg/g)
546700CCM,clotrimazole   0.3g(10mg/g)
546900CCM,clotrimazole   5g(10mg/g)
246135COM,urea   15g(0.25g/g)
246132CCM,urea   10g(0.2g/g)
